event_id,timestamp,sender_email,recipient_email,source_ip,subject_line,email_body_length,classification_level
d03769c3-5ed3-402f-b38f-a411297823b3,2026-01-01 11:14:45.465943,carolyn.russell@gmail.com,barrett@agency.gov,202.18.133.19,Travel Authorization: Herself who.,4119,UNCLASSIFIED
b37e54de-18d0-41d8-aabc-728439ce0a10,2026-01-01 20:02:58.843604,jeffrey.evans@yahoo.com,conley@agency.gov,105.85.23.37,DoD Policy Update: Parent born.,1877,UNCLASSIFIED
cdce154b-df04-437e-b5c4-bd68d57bb2db,2025-12-30 02:50:44.717509,leslie.smith@yahoo.com,paul@agency.gov,114.109.221.187,CONFIDENTIAL: Successful so.,4916,UNCLASSIFIED
122f8ab6-65d5-446b-9636-6838bdb9eca9,2025-12-25 08:26:03.494961,larry.castro@army.mil,garcia@agency.gov,193.16.231.91,Travel Authorization: Require will report.,432,UNCLASSIFIED
48d38c90-0f70-4aa8-91d6-fe3d4b3c8c89,2025-12-09 05:22:22.765583,steven.nguyen@navy.mil,montgomery@agency.gov,5.90.151.160,CONFIDENTIAL: Anything month laugh.,3596,UNCLASSIFIED
bd5c6d4d-4826-4998-b2c5-8e85df4e1d4d,2025-12-08 10:44:02.964506,linda.alvarez@gmail.com,frey@agency.gov,128.82.140.99,Timesheet: Still.,1563,UNCLASSIFIED
e4884afe-cd9d-4586-a218-88b45551a738,2026-01-05 09:00:23.429957,kelly.drake@mail.mil,scott@agency.gov,70.221.218.166,Timesheet: Scientist else degree.,3943,UNCLASSIFIED
496730b9-4b2e-4c28-bd1a-ce778aa1b9bc,2025-12-28 17:29:21.719661,ellen.davis@army.mil,bowen@agency.gov,181.246.182.206,CONFIDENTIAL: Wear recently.,4335,UNCLASSIFIED
0d139ef7-a042-42c1-8898-8231b3ed8024,2026-01-06 00:16:44.355587,michael.riley@gmail.com,aguirre@agency.gov,39.183.112.229,DoD Policy Update: Prove stage dinner.,2545,UNCLASSIFIED
58ed80f7-cbb0-4483-af91-ad838b1a8f21,2025-12-14 22:46:48.199029,jeffrey.anderson@army.mil,johnson@agency.gov,197.246.16.204,Timesheet: Least create network.,3236,UNCLASSIFIED
b84435e1-4088-41d9-9e4a-62e877d3fbbf,2025-12-16 01:39:22.159812,juan.clay@yahoo.com,rose@agency.gov,102.33.66.123,CONFIDENTIAL: Raise operation.,4258,UNCLASSIFIED
35fd93e1-39e9-47d9-9657-c5bec1f47355,2025-12-30 11:26:39.951966,jennifer.lee@army.mil,hicks@agency.gov,68.245.3.244,CONFIDENTIAL: Very family.,1471,UNCLASSIFIED
ff320ef6-e6ec-455c-ad05-2324ad72b738,2025-12-26 22:58:56.154146,david.carlson@navy.mil,hodge@agency.gov,38.137.23.30,CONFIDENTIAL: Your guess must.,1706,UNCLASSIFIED
65daba11-4f8f-4e9f-9e62-a9d880c09dbd,2025-12-23 01:06:44.655981,norma.york@yahoo.com,ross@agency.gov,77.45.209.206,Timesheet: Agreement.,3776,UNCLASSIFIED
e9d4bcba-5be4-4237-8c64-4fc7f50eeab7,2025-12-16 14:14:53.041463,tina.fields@yahoo.com,blackwell@agency.gov,51.66.147.97,Travel Authorization: There marriage tonight fill.,1230,UNCLASSIFIED
6abf6087-ae33-4b33-be21-392f1f1c1fd4,2026-01-01 02:31:50.371999,joseph.mack@yahoo.com,long@agency.gov,132.164.143.241,Travel Authorization: Local gun single.,4722,UNCLASSIFIED
74943ebc-e5cd-4295-b79f-7178569a8a0b,2025-12-22 21:35:16.936286,emma.hood@gmail.com,ayers@agency.gov,92.180.245.38,Timesheet: Cause.,768,UNCLASSIFIED
3d3c70e0-5170-41bc-b1bf-f8b90d31623a,2026-01-01 17:45:29.714250,kristy.white@gmail.com,romero@agency.gov,138.137.162.231,Timesheet: Establish federal quality.,3949,UNCLASSIFIED
ae2f9170-5897-449e-bedc-7a29ec8b290c,2026-01-02 12:09:37.803284,robert.moreno@gmail.com,cortez@agency.gov,97.135.80.211,DoD Policy Update: Parent realize common.,2482,UNCLASSIFIED
7ee77fc1-083b-4c4d-816e-2f41b824c36a,2026-01-05 14:38:36.821385,joseph.sullivan@yahoo.com,harris@agency.gov,138.255.211.86,Timesheet: Level guy yet.,4819,UNCLASSIFIED
0af0af44-0036-4b9c-9d79-91b73df18fb8,2025-12-23 18:45:03.231210,alyssa.hanson@yahoo.com,miller@agency.gov,155.193.32.243,Travel Authorization: Appear him sister.,1600,UNCLASSIFIED
32ca3c67-0b2f-4585-951e-9e9ffd72a753,2025-12-10 03:53:26.757401,kimberly.owens@gmail.com,tran@agency.gov,26.25.72.170,Timesheet: Night Congress.,1879,UNCLASSIFIED
717685d7-e649-46e9-bf8c-b8036b1662e6,2025-12-17 01:11:09.195877,tracy.morales@mail.mil,tucker@agency.gov,85.53.164.117,FOUO: Want history former.,4363,UNCLASSIFIED
445fe8a4-d31f-4c14-a499-3bf55ca63338,2025-12-19 04:56:56.239944,michele.horton@gmail.com,steele@agency.gov,80.214.120.205,Timesheet: Reflect term meeting strong.,4249,UNCLASSIFIED
0c7b7170-c8a3-419f-8257-2b12fb61c794,2025-12-23 07:53:03.169935,brandon.clark@yahoo.com,cox@agency.gov,161.32.220.20,FOUO: Television.,648,UNCLASSIFIED
1d71e913-c455-4882-bfe8-2e6995b305dc,2026-01-03 06:32:22.566521,christopher.browning@gmail.com,miller@agency.gov,141.150.169.183,FOUO: Seven service data.,2866,UNCLASSIFIED
a5777774-338a-4847-a6ad-603fe75d7819,2025-12-30 07:52:46.131805,carmen.gordon@gmail.com,dickson@agency.gov,140.36.191.6,FOUO: Stay.,2050,UNCLASSIFIED
3f097c1c-84df-48eb-b426-5fe90a481e9c,2025-12-13 02:06:46.550991,dawn.peck@army.mil,scott@agency.gov,89.193.122.184,Timesheet: Front leave.,567,UNCLASSIFIED
dc5db8f1-fedf-48e0-b4af-4d5f784280ea,2025-12-20 18:28:24.800890,kelly.carr@mail.mil,green@agency.gov,196.44.180.136,Timesheet: Sort region apply.,1548,UNCLASSIFIED
93407dc5-5472-4646-b0ab-87fcf81cd560,2025-12-24 18:40:20.622479,kimberly.davis@mail.mil,white@agency.gov,185.245.196.44,CONFIDENTIAL: How tell.,109,UNCLASSIFIED
75f6876d-1be6-49b4-904e-cfec5b9d6a70,2026-01-01 13:35:14.043386,darrell.contreras@army.mil,thomas@agency.gov,21.150.237.163,CONFIDENTIAL: Throughout knowledge.,3704,UNCLASSIFIED
423857e0-202e-4965-b58d-85fa48490a66,2025-12-26 14:57:35.765240,bradley.page@navy.mil,brown@agency.gov,109.239.33.192,FOUO: Sort thus husband.,803,UNCLASSIFIED
43e115f6-7502-4ee5-9bb1-670546af8442,2026-01-02 18:34:42.387881,randy.foster@navy.mil,reyes@agency.gov,66.232.166.200,DoD Policy Update: Threat.,529,UNCLASSIFIED
63f4dd76-9d6f-4ff5-a730-bd3e6aa38830,2026-01-02 12:22:05.964513,kathy.white@yahoo.com,jackson@agency.gov,217.159.200.34,FOUO: Whatever level.,3123,UNCLASSIFIED
a9996d84-03c2-4566-8f0d-39028ad60a6e,2026-01-01 10:04:24.764770,dana.williams@gmail.com,roberts@agency.gov,177.108.197.171,Travel Authorization: Return indeed.,2178,UNCLASSIFIED
182a703d-5559-49c8-afa8-bc16a0d8805d,2025-12-22 13:12:57.392443,melissa.wallace@army.mil,rice@agency.gov,35.140.80.122,Timesheet: Participant again mouth.,2136,UNCLASSIFIED
1981fa13-a211-449d-b873-3288cb887509,2025-12-19 13:35:05.867563,kevin.gonzalez@gmail.com,hoover@agency.gov,103.4.179.81,Timesheet: Art easy away could.,966,UNCLASSIFIED
d6a935c1-4306-4a5b-9606-90c91cc176e1,2025-12-25 04:52:07.789476,gary.flores@navy.mil,hicks@agency.gov,91.40.219.13,FOUO: Research friend direction.,1430,UNCLASSIFIED
6c871213-42cd-466a-9c7e-a7d14dc51f46,2025-12-27 20:29:37.632867,brian.wright@gmail.com,lee@agency.gov,178.27.197.236,CONFIDENTIAL: Popular dog.,4151,UNCLASSIFIED
d177c694-e464-40eb-bc20-1fbd31119c62,2025-12-16 06:05:33.982146,nathan.sweeney@army.mil,pena@agency.gov,172.37.123.233,DoD Policy Update: Investment doctor.,1125,UNCLASSIFIED
1f5cab1a-eda1-46e1-90be-7d318f347981,2026-01-04 14:13:47.902393,kevin.clark@gmail.com,phillips@agency.gov,183.128.252.40,DoD Policy Update: Control sometimes note.,4926,UNCLASSIFIED
a28e0e20-c7dc-4b23-88cf-0061d2047ad7,2026-01-05 07:28:36.857142,barbara.dixon@yahoo.com,keller@agency.gov,124.35.243.60,FOUO: Economy particular.,1990,UNCLASSIFIED
f46746c8-5c67-458a-9399-536342bb8472,2026-01-03 01:06:35.006304,molly.hamilton@yahoo.com,hayes@agency.gov,170.7.137.248,Travel Authorization: Avoid discover public.,2953,UNCLASSIFIED
cba70e93-241e-43de-8ec2-6d5d103c2d25,2025-12-08 22:31:38.544911,marvin.harris@navy.mil,williams@agency.gov,162.230.133.14,DoD Policy Update: Bed upon.,1370,UNCLASSIFIED
2079bc86-c378-4e19-b8bd-207ed7e9fc15,2025-12-09 21:07:02.084981,susan.howell@mail.mil,estrada@agency.gov,221.172.137.235,Timesheet: Media already film.,575,UNCLASSIFIED
ab706f44-587e-4816-9c06-a5f4da2bb94a,2025-12-21 20:13:31.299111,jessica.schneider@yahoo.com,robinson@agency.gov,169.113.9.146,Travel Authorization: Least race various.,4273,UNCLASSIFIED
fba2291d-dd2e-485a-9e89-239b476b2284,2025-12-15 23:52:37.434309,charles.hahn@yahoo.com,hughes@agency.gov,114.117.138.137,DoD Policy Update: Nothing not.,2856,UNCLASSIFIED
39731aae-9439-48d7-9c33-67498045c2b9,2025-12-20 15:07:29.904362,jessica.king@mail.mil,rodriguez@agency.gov,34.63.74.119,CONFIDENTIAL: Ask fast meeting.,3148,UNCLASSIFIED
d6ca9eff-d2cd-4766-bb57-127d13ac0ba4,2025-12-16 04:21:35.943311,kenneth.rice@gmail.com,ryan@agency.gov,47.86.12.177,Travel Authorization: Customer second.,3780,UNCLASSIFIED
5d95aab0-bc4b-4470-a926-d4f3aa196a68,2025-12-16 20:57:58.824018,alexandra.davis@yahoo.com,pittman@agency.gov,114.238.186.192,Timesheet: Ever cold.,2385,UNCLASSIFIED
a016233c-851c-483d-b148-8c4066e915c2,2025-12-23 22:27:38.215156,keith.lawrence@gmail.com,grant@agency.gov,221.25.137.31,FOUO: Less make result.,2781,UNCLASSIFIED
25787a3d-c3f4-4780-979f-d4b42d0267df,2025-12-13 02:03:29.034780,rebecca.shepherd@army.mil,roberts@agency.gov,59.37.218.49,Timesheet: Forward step.,3361,UNCLASSIFIED
36fe7c0d-d8d6-4711-80dd-3e73b9c0cf52,2025-12-21 16:58:06.335177,mary.fuentes@gmail.com,summers@agency.gov,74.215.141.9,Travel Authorization: Carry sister inside.,2464,UNCLASSIFIED
2d71dc2f-ba8e-43e0-8c61-eb396546ad97,2026-01-02 03:15:52.375313,richard.vazquez@gmail.com,watson@agency.gov,196.24.192.237,DoD Policy Update: Brother gas.,4387,UNCLASSIFIED
acb0b4cc-b740-4721-9c3e-611d07f234d8,2025-12-19 09:24:42.904619,mariah.townsend@yahoo.com,cohen@agency.gov,150.253.96.6,FOUO: Stay.,1837,UNCLASSIFIED
8eff658e-7093-4b04-abf9-5b964723f8a4,2025-12-25 13:28:47.549876,alex.doyle@mail.mil,holland@agency.gov,28.65.168.68,DoD Policy Update: High low.,1614,UNCLASSIFIED
943459a7-9eaf-4b6f-8382-0d19e7cf3164,2025-12-25 19:45:03.489371,joseph.goodman@yahoo.com,whitehead@agency.gov,153.150.178.244,CONFIDENTIAL: Popular rather.,3930,UNCLASSIFIED
ae081c7a-0003-4cbb-b51e-eb9aec406fd5,2026-01-06 15:19:54.144951,courtney.douglas@mail.mil,fisher@agency.gov,21.67.95.61,DoD Policy Update: Result upon sound task.,3046,UNCLASSIFIED
1b26446c-049a-45b0-afe3-f4afa522c620,2025-12-24 03:23:24.379636,stephanie.harmon@navy.mil,bowers@agency.gov,123.150.96.146,DoD Policy Update: Heart either television.,1851,UNCLASSIFIED
cd21a8d9-772a-4208-87b8-192bf96c6b08,2025-12-20 10:58:18.356276,nicole.edwards@navy.mil,reid@agency.gov,61.46.254.65,CONFIDENTIAL: Child agree.,2352,UNCLASSIFIED
911d7837-5417-4d9d-840b-7e00d0aa2af7,2025-12-20 15:08:23.734369,kyle.willis@gmail.com,hess@agency.gov,97.62.66.105,ACTION REQUIRED: TOP SECRET DISCLOSURE,2785,UNKNOWN
d01bad34-78ac-4f07-9b19-d059661e20eb,2025-12-23 07:55:03.604772,christine.hall@navy.mil,farmer@agency.gov,169.54.74.54,FOUO: Relate usually wind.,3071,UNCLASSIFIED
f57fd971-f75e-46b7-aa70-caa12ea47673,2025-12-25 11:35:29.312266,justin.jones@navy.mil,salazar@agency.gov,70.241.76.121,Travel Authorization: Good free.,1272,UNCLASSIFIED
e0c00bff-e52e-4aba-9182-6d26815251df,2026-01-02 23:17:40.111598,brent.bradford@navy.mil,smith@agency.gov,20.1.186.244,Timesheet: Sport.,2220,UNCLASSIFIED
e213924a-2a4b-46d6-9b3e-f561a584ec6f,2026-01-04 08:43:04.469866,eric.baker@mail.mil,hale@agency.gov,183.205.70.160,CONFIDENTIAL: Blue effort.,798,UNCLASSIFIED
512aa391-1fb4-45e2-9271-6597559fac6f,2025-12-25 10:12:41.740508,dustin.oconnor@yahoo.com,hayes@agency.gov,38.255.64.20,DoD Policy Update: Worry feeling.,4848,UNCLASSIFIED
df7aed87-f344-4952-8fc1-7c93f1f145e1,2025-12-26 15:00:13.944541,theodore.bates@army.mil,murray@agency.gov,110.142.4.243,Travel Authorization: Law evening.,295,UNCLASSIFIED
d18f19f2-57ed-40b7-9da2-1e8446eb23df,2025-12-19 08:56:20.363440,william.rhodes@navy.mil,smith@agency.gov,128.65.31.98,Timesheet: How beautiful.,1791,UNCLASSIFIED
087292bc-7780-4b9e-aa3e-1bfd511b75b9,2025-12-10 05:20:50.162260,charles.christensen@gmail.com,perez@agency.gov,113.165.98.33,Travel Authorization: Agency phone movement.,4034,UNCLASSIFIED
855d98c4-39dd-4f40-b9d2-b4475c9b0aab,2025-12-23 13:25:43.752302,timothy.kramer@navy.mil,miller@agency.gov,25.252.255.196,Timesheet: Short reality.,636,UNCLASSIFIED
97bb127f-5b39-49f8-9dc0-820c9945cbb1,2025-12-28 03:09:08.393393,alexandra.collier@navy.mil,powers@agency.gov,16.10.140.166,FOUO: Really pull add.,3513,UNCLASSIFIED
e9d7485a-680c-4c7a-9eae-1ca5435fa22e,2026-01-04 13:00:53.048655,theresa.barron@mail.mil,chang@agency.gov,150.19.247.15,DoD Policy Update: Staff develop thank.,3797,UNCLASSIFIED
b5ec1cff-a644-49b3-8980-2e331382f3cc,2025-12-29 16:06:33.802903,wesley.koch@army.mil,williams@agency.gov,173.238.249.206,FOUO: He.,1683,UNCLASSIFIED
27707b7b-584f-4d79-8cc2-1642dbf892e8,2025-12-29 06:19:40.907798,diana.harris@yahoo.com,harper@agency.gov,9.221.146.70,DoD Policy Update: Agreement report create score.,1301,UNCLASSIFIED
1f01882d-c051-4c03-9714-094c209574ce,2025-12-09 11:46:19.435266,christine.ortiz@mail.mil,silva@agency.gov,188.146.150.108,Travel Authorization: Machine while key.,3905,UNCLASSIFIED
9c745a7c-c9fb-4e04-a852-865c232c6ae0,2025-12-22 23:44:07.690259,renee.williams@navy.mil,phillips@agency.gov,141.36.18.175,CONFIDENTIAL: Enjoy company start.,4061,UNCLASSIFIED
bf497015-3253-49bc-bbdb-2369e465638f,2025-12-21 01:01:38.125684,charles.paul@mail.mil,taylor@agency.gov,99.180.20.208,CONFIDENTIAL: Town ten color.,2441,UNCLASSIFIED
eea50dc0-feff-4a8f-ac5f-9ea7d2026549,2026-01-02 05:24:10.745628,howard.wright@army.mil,carter@agency.gov,201.215.138.46,DoD Policy Update: Above boy choose reveal.,4304,UNCLASSIFIED
b88b5512-457f-4094-a5bc-21c5a1096e44,2025-12-12 12:06:07.587345,jason.romero@gmail.com,smith@agency.gov,27.177.36.94,DoD Policy Update: Million morning.,4814,UNCLASSIFIED
d55fcc31-b211-41ad-b428-156b42f4d9ea,2025-12-21 00:08:39.573092,shelley.graham@gmail.com,mueller@agency.gov,138.196.108.62,Timesheet: Better anyone small.,1960,UNCLASSIFIED
6e6572ef-c60e-4b5c-be2e-747db9503ebc,2025-12-13 23:27:07.438019,shelby.perez@mail.mil,smith@agency.gov,147.208.175.134,Timesheet: Town short.,3373,UNCLASSIFIED
e2282ca4-1797-467a-8246-63913de3801f,2025-12-17 16:57:09.854898,anthony.lopez@yahoo.com,hartman@agency.gov,39.118.99.86,FOUO: Visit contain.,3982,UNCLASSIFIED
9260b4e8-7526-444e-b28a-3f18e80b5b2f,2025-12-09 03:50:43.851394,dawn.brown@navy.mil,lamb@agency.gov,178.43.62.190,ACTION REQUIRED: TOP SECRET DISCLOSURE,4358,UNKNOWN
5975fb96-933b-4fd0-86e2-f89ee7c8554f,2025-12-11 05:13:11.678526,michael.gutierrez@army.mil,nunez@agency.gov,193.102.137.163,Travel Authorization: Remain time.,780,UNCLASSIFIED
12c0c085-bfcd-4c07-acc6-da125225b9b9,2025-12-11 02:17:12.695129,kara.nichols@army.mil,pena@agency.gov,106.90.7.134,FOUO: With radio peace.,3410,UNCLASSIFIED
8d6cde77-c728-486c-8374-e3ff41256fa1,2025-12-14 08:25:58.531486,ryan.lutz@mail.mil,chapman@agency.gov,43.66.47.65,FOUO: Nice all base.,842,UNCLASSIFIED
f0dae34a-7301-4b61-a100-19e2bc473967,2025-12-20 19:46:36.224168,christopher.smith@gmail.com,weaver@agency.gov,65.23.17.85,Travel Authorization: Daughter itself.,4008,UNCLASSIFIED
cd73c4db-5f5c-4479-a5e1-0735d72a4bdb,2026-01-05 09:17:34.872763,john.powers@yahoo.com,collins@agency.gov,66.137.124.188,DoD Policy Update: Son.,945,UNCLASSIFIED
c9c5f298-c544-40d7-ad2f-6ebb6cc2a88b,2026-01-05 09:45:47.947954,david.reese@army.mil,hartman@agency.gov,17.107.239.130,FOUO: Choice sense industry.,2278,UNCLASSIFIED
9b9e5fd6-7c3f-45a1-a753-f1392270cdfa,2025-12-12 23:41:20.455445,catherine.estrada@gmail.com,perez@agency.gov,156.66.89.157,CONFIDENTIAL: Price rather.,3041,UNCLASSIFIED
533b6833-20d9-48b8-92fe-2464d65f5858,2025-12-20 20:40:49.555760,shannon.stanley@navy.mil,stark@agency.gov,157.5.176.16,Timesheet: Skin protect.,2611,UNCLASSIFIED
001b6ac0-d4e7-4929-8049-e5a723fcbcb4,2025-12-13 23:36:29.745985,benjamin.fernandez@gmail.com,campbell@agency.gov,206.181.138.175,CONFIDENTIAL: Party.,832,UNCLASSIFIED
9cfd83f7-1ad6-4538-9eab-e626f85e7253,2026-01-06 01:02:36.953071,bradley.jones@army.mil,hart@agency.gov,17.149.205.196,DoD Policy Update: Fill but reason.,2020,UNCLASSIFIED
8bd60753-d65c-4859-a87e-ee61d30539b6,2025-12-31 15:40:31.274818,christopher.hurst@gmail.com,reed@agency.gov,176.93.159.49,FOUO: Eye cost inside.,4621,UNCLASSIFIED
57608c09-27bb-4f3b-bbf3-a6e0b4e8267f,2025-12-16 16:43:25.317950,darren.montes@mail.mil,burns@agency.gov,100.34.240.241,FOUO: Win standard grow.,825,UNCLASSIFIED
04a4fc0d-533a-462b-a56f-89ef0809405b,2026-01-05 01:18:10.513522,jason.williams@army.mil,parrish@agency.gov,86.2.60.75,Timesheet: Time treatment.,3070,UNCLASSIFIED
9dde2729-68cd-468c-a6d0-d0c4daedeffd,2026-01-05 16:33:32.159250,whitney.smith@mail.mil,payne@agency.gov,63.59.154.71,DoD Policy Update: Man add next yard.,4503,UNCLASSIFIED
67ade9b8-176c-4ef7-af53-7722c5d1f7b2,2026-01-05 07:37:16.780196,yvonne.shelton@yahoo.com,anderson@agency.gov,37.52.149.14,CONFIDENTIAL: Seem consumer decision.,4750,UNCLASSIFIED
08598b11-2f74-4036-a03c-15982a99d401,2025-12-11 08:12:19.037527,brent.jimenez@mail.mil,erickson@agency.gov,160.53.214.228,FOUO: About important.,4419,UNCLASSIFIED
3f2662e2-fff0-4737-91c7-2cac4c1009b5,2025-12-31 06:24:46.815621,christina.gomez@yahoo.com,neal@agency.gov,39.14.119.35,Travel Authorization: Election religious our.,1242,UNCLASSIFIED
c94860c6-a0f4-4d02-8e34-dedb9d683568,2025-12-23 12:42:49.419485,charles.evans@mail.mil,ellis@agency.gov,76.193.226.49,Timesheet: According series agreement.,1881,UNCLASSIFIED
f283f78c-d4f2-4006-bbaf-9322b3046496,2025-12-24 22:28:48.117486,shawn.mendoza@army.mil,smith@agency.gov,3.9.52.231,Travel Authorization: Present citizen.,1982,UNCLASSIFIED
c94e39db-266f-4dc1-b5e7-c75bb5396c8f,2025-12-19 00:01:59.003543,jason.thompson@yahoo.com,gallagher@agency.gov,35.149.252.201,Travel Authorization: Late recognize good.,4911,UNCLASSIFIED
2d40d781-52e4-4c7c-93c3-336a7082e4bd,2025-12-25 09:06:25.959533,justin.schroeder@yahoo.com,benson@agency.gov,165.187.216.140,CONFIDENTIAL: Cost sense agent.,2139,UNCLASSIFIED
72505bd1-1f40-4a6c-828e-65895db6fc6e,2025-12-15 22:03:36.848504,james.long@gmail.com,gross@agency.gov,75.184.138.110,Timesheet: Year raise husband.,4651,UNCLASSIFIED
8c82850a-5006-4813-80fd-88d52d85dee1,2025-12-23 10:04:42.004208,amy.wood@navy.mil,ford@agency.gov,189.196.217.106,Timesheet: Top ok.,3117,UNCLASSIFIED
2d414cae-2dbe-4c8c-bd43-4ccc9dca1c7e,2025-12-16 03:43:42.263987,joshua.jones@gmail.com,aguirre@agency.gov,195.144.185.19,Timesheet: Effort style though.,3288,UNCLASSIFIED
79d91ea0-fbe3-4a22-bbb1-ab40a181d581,2025-12-18 07:09:48.225392,michael.smith@navy.mil,hernandez@agency.gov,41.164.250.138,DoD Policy Update: Bed difficult.,1449,UNCLASSIFIED
5959748c-a5bc-4a7e-b876-4b6204729f25,2026-01-03 18:36:06.647773,alan.stafford@mail.mil,sullivan@agency.gov,143.26.53.113,CONFIDENTIAL: West various.,3298,UNCLASSIFIED
222c9216-659d-40ad-b35e-259961d6990e,2025-12-29 08:26:26.990229,david.castillo@gmail.com,scott@agency.gov,54.50.234.144,FOUO: Among assume.,853,UNCLASSIFIED
304b7385-98dc-4b2a-ba6d-690aea116095,2025-12-30 18:05:55.220136,beth.cruz@yahoo.com,farmer@agency.gov,205.197.183.150,CONFIDENTIAL: Prove son yes.,782,UNCLASSIFIED
0912f15b-644a-419d-bb86-6ba55d42f291,2025-12-14 09:14:13.802399,michelle.reynolds@army.mil,rivera@agency.gov,212.153.155.139,FOUO: Section start some.,1689,UNCLASSIFIED
1c943785-6464-4b6a-8e92-1db43faade4f,2025-12-08 05:43:29.839561,teresa.mason@yahoo.com,smith@agency.gov,114.102.155.195,Travel Authorization: Major administration million.,4835,UNCLASSIFIED
